"","country","year","child_mortality","life_expectancy","dalys","GINI_coef","GDP_percap","child_elderly_per100","govspending_percentoftotal","total_healthspending","gov_share_healthspending","privateshare"
"593","Congo, Dem. Rep.",1995,174,53.1,NA,42.2,136,97.1,2.16,3.75,4.04,96
"594","Congo, Dem. Rep.",1996,172,51.1,NA,42.2,135,97.8,1.62,3.46,3.27,96.7
"595","Congo, Dem. Rep.",1997,187,52.5,NA,42.2,139,98.2,2.45,4.14,4.95,95
"596","Congo, Dem. Rep.",1998,185,52.6,NA,42.2,139,98.2,2.02,4.82,3.7,96.3
"597","Congo, Dem. Rep.",1999,182,53.1,NA,42.2,103,98.1,2.6,4.32,5.73,94.3
"598","Congo, Dem. Rep.",2000,160,53.4,NA,42.2,405,97.9,1.79,4.85,4.08,95.9
"599","Congo, Dem. Rep.",2001,156,53.6,NA,42.2,154,98.3,2.79,4.41,5.18,94.8
"600","Congo, Dem. Rep.",2002,151,53.8,NA,42.2,175,98.5,2.44,4.3,5.86,94.1
"601","Congo, Dem. Rep.",2003,147,54,NA,42.2,174,98.5,10.7,5.21,21.2,78.8
"602","Congo, Dem. Rep.",2004,142,54.9,NA,42.2,194,98.4,5.97,5.55,21.8,78.2
"603","Congo, Dem. Rep.",2005,137,55.4,NA,42.2,218,98.1,7.41,5.92,30,70
"604","Congo, Dem. Rep.",2006,133,55.9,NA,42.2,255,98.4,7.07,6.2,31.1,68.9
"605","Congo, Dem. Rep.",2007,128,56.1,NA,42.1,286,98.4,8.47,6.23,36.2,63.8
"606","Congo, Dem. Rep.",2008,124,56.5,NA,42.1,328,98.2,12.7,7.34,47.1,52.9
"607","Congo, Dem. Rep.",2009,120,56.9,NA,42.1,299,97.9,12.5,9.59,44.7,55.3
"608","Congo, Dem. Rep.",2010,116,57.5,NA,42.1,334,97.6,9.11,7.91,42.5,57.5
"609","Congo, Rep.",1995,105,52.7,NA,46.3,782,85.6,5.7,3.14,59.6,40.4
"610","Congo, Rep.",1996,109,52.3,NA,46.4,912,85,5.77,2.84,60.5,39.5
"611","Congo, Rep.",1997,133,46.7,NA,46.5,810,84.4,4.62,2.91,59.8,40.2
"612","Congo, Rep.",1998,134,50.2,NA,46.6,660,83.9,5,3.64,58.8,41.2
"613","Congo, Rep.",1999,135,52,NA,46.7,775,83.4,5.34,3.05,57.5,42.5
"614","Congo, Rep.",2000,117,52.8,NA,46.8,1030,82.9,4.78,2.11,57.7,42.3
"615","Congo, Rep.",2001,115,53.7,NA,46.9,868,83.2,4.22,2.42,55,45
"616","Congo, Rep.",2002,110,54.4,NA,47,912,83.4,3.63,2.44,52.7,47.3
"617","Congo, Rep.",2003,104,55,NA,47.1,1030,83.5,4.35,2.6,49.9,50.1
"618","Congo, Rep.",2004,97,55.8,NA,47.3,1320,83.6,5.11,2.54,53.8,46.2
"619","Congo, Rep.",2005,89.8,56.6,NA,47.4,1680,83.8,6.17,2.41,59.5,40.5
"620","Congo, Rep.",2006,82.9,57.5,NA,47.6,2060,83.9,5.45,2.35,63.3,36.7
"621","Congo, Rep.",2007,76.8,58,NA,47.9,2170,84,5.29,2.69,57.6,42.4
"622","Congo, Rep.",2008,71.6,58.7,NA,48.1,2960,84.1,5.29,2.62,48.1,51.9
"623","Congo, Rep.",2009,67.3,59.6,NA,48.4,2310,84.2,5.29,2.75,47.5,52.5
"624","Congo, Rep.",2010,63.9,60.4,NA,48.6,2810,84.2,5.29,2.46,46.7,53.3
"625","Costa Rica",1995,14.7,77,24603.2635141785,46.1,3250,63.2,20.9,6.51,76.5,23.5
"626","Costa Rica",1996,14.8,77.1,23865.369198141,46.1,3200,62.2,21.7,6.65,76.2,23.8
"627","Costa Rica",1997,14.8,77.3,23775.9889976114,46.2,3380,61.2,20.3,6.15,75.4,24.6
"628","Costa Rica",1998,14.5,77.5,23466.5831446444,46.6,3580,60,21.4,6.26,76.1,23.9
"629","Costa Rica",1999,13.8,77.8,23370.6110838244,47.6,3650,58.7,20.9,6.19,76.3,23.7
"630","Costa Rica",2000,12.9,78,22509.7968397674,48.8,3770,57.3,21.7,6.53,76.8,23.2
"631","Costa Rica",2001,12.2,78.3,22485.003751611,49.6,3940,56.2,21.4,7.13,75.3,24.7
"632","Costa Rica",2002,11.7,78.5,22208.1987664337,49.7,4020,54.9,22.2,7.66,74.6,25.4
"633","Costa Rica",2003,11.2,78.8,22032.5489207129,49.7,4130,53.6,22.8,7.72,74.1,25.9
"634","Costa Rica",2004,10.8,79.1,21785.5623834373,49.3,4390,52.4,23.1,7.69,72.1,27.9
"635","Costa Rica",2005,10.5,79.3,21077.7916126155,48.8,4650,51.2,21,7.65,70.3,29.7
"636","Costa Rica",2006,10.3,79.6,21326.1036810115,48.6,5200,50.1,22.1,7.82,69,31
"637","Costa Rica",2007,10.4,80,20446.3913767815,49.1,6070,49.2,24.6,8.38,67.3,32.7
"638","Costa Rica",2008,10.4,80.2,20412.3275993575,49.2,6860,48.5,26.1,9.41,66.9,33.1
"639","Costa Rica",2009,10.3,80.3,20281.9040295538,49.1,6760,47.8,30.6,10.5,67.4,32.6
"640","Costa Rica",2010,10.2,80.4,21185.1004058434,48.9,8140,47.1,29,10.9,68.1,31.9
"641","Cote d'Ivoire",1995,151,52.9,85414.0190806027,39.9,775,86.9,4.74,5.06,22.6,77.4
"642","Cote d'Ivoire",1996,151,52.8,85717.1100910371,39.8,828,87,5.89,5.56,23.7,76.3
"643","Cote d'Ivoire",1997,151,52.8,85567.3476843918,39.7,775,86.9,6.63,6.16,23.5,76.5
"644","Cote d'Ivoire",1998,149,52.8,85240.4468512662,39.6,809,86.8,6.51,6.58,20.4,79.6
"645","Cote d'Ivoire",1999,148,52.7,84579.9250187146,39.8,772,86.5,6.51,5.55,23.1,76.9
"646","Cote d'Ivoire",2000,146,52.6,83673.1947707869,40.2,651,86.2,7.25,5.06,26.3,73.7
"647","Cote d'Ivoire",2001,142,52.7,82660.0062390355,40.7,664,87,5.62,3.96,24.2,75.8
"648","Cote d'Ivoire",2002,138,52.9,81794.0009143473,41.2,717,87.6,5.21,3.46,30,70
"649","Cote d'Ivoire",2003,135,53.1,80579.7987110382,41.6,870,88,4.84,3.78,25.8,74.2
"650","Cote d'Ivoire",2004,131,53.3,79186.7266112089,42,921,88.3,5.26,4.22,25.4,74.6
"651","Cote d'Ivoire",2005,128,53.7,77416.3618924377,42.3,931,88.5,4.5,4.3,19.8,80.2
"652","Cote d'Ivoire",2006,124,54.1,75426.4523070762,42.6,949,88.5,4.94,4.67,19.2,80.8
"653","Cote d'Ivoire",2007,120,54.6,73481.9519143229,42.8,1060,88.5,6.6,5.77,22.3,77.7
"654","Cote d'Ivoire",2008,116,55.2,71249.6910099587,42.8,1240,88.2,6.54,5.91,23.7,76.3
"655","Cote d'Ivoire",2009,113,55.8,69245.7216743453,42.8,1210,87.9,5.08,5.22,20.9,79.2
"656","Cote d'Ivoire",2010,111,56.3,67927.3527349049,42.7,1210,87.4,5.06,5.3,21.6,78.4
"657","Croatia",1995,10,72.3,29617.5971952177,27,4850,47.3,14.3,6.85,86.5,13.5
"658","Croatia",1996,9.6,73,28617.6867778899,27.6,5200,47.6,14.5,7.11,87.6,12.4
"659","Croatia",1997,9.3,73.2,28686.855559366,27.8,5250,47.9,11.8,5.87,84.5,15.5
"660","Croatia",1998,8.9,73.4,27975.174131129,28.7,5610,48.4,12.9,5.67,87,13
"661","Croatia",1999,8.6,73.6,27571.7081798458,29.4,5180,48.8,13.5,7.34,87.3,12.7
"662","Croatia",2000,8.3,73.9,26807.7104277647,29.9,4870,49,14.5,7.76,86.1,13.9
"663","Croatia",2001,8,74.2,26459.3255624275,30.2,5420,49.5,13.8,7.24,83.3,16.7
"664","Croatia",2002,7.7,74.4,26310.7137987285,30.6,6250,49.6,12,6.27,80,19.9
"665","Croatia",2003,7.4,74.7,26225.7868318744,30.4,8060,49.5,14,6.44,82.6,17.4
"666","Croatia",2004,7,74.9,25526.1588668735,30.6,9650,49.3,14.1,6.65,81.1,18.9
"667","Croatia",2005,6.7,75.1,25462.2995452911,31,10500,49.2,15.9,6.99,86,14
"668","Croatia",2006,6.4,75.3,25054.0240520737,31.7,11700,48.9,16.4,7.03,86.1,13.9
"669","Croatia",2007,6.2,75.6,25194.2024148025,32.3,13900,48.9,17.6,7.54,87,13
"670","Croatia",2008,5.9,75.8,25106.259767018,32.2,16400,49,17.7,7.76,84.9,15.1
"671","Croatia",2009,5.7,76.1,24356.5876056312,32.3,14600,49.1,17.7,7.76,84.9,15.1
"672","Croatia",2010,5.5,76.3,23820.3143790612,32.2,13900,49.3,17.7,7.76,84.9,15.1
"673","Cuba",1995,10.8,75.2,25997.5633194628,41.7,2790,46.6,8.02,5.19,89.6,10.4
"674","Cuba",1996,10.1,75.5,25227.3291046191,41.8,2290,46.4,9.29,5.29,89.8,10.2
"675","Cuba",1997,9.4,75.7,24727.963293279,41.9,2310,46.4,9.99,5.54,90,9.96
"676","Cuba",1998,8.9,76,24464.3417269073,42,2330,46.6,10.3,5.82,89.8,10.2
"677","Cuba",1999,8.6,76.3,24031.867879797,42.1,2560,46.6,11.1,6.05,90.5,9.5
"678","Cuba",2000,8.3,76.6,23457.6168641569,42.2,2750,46.3,10.8,6.12,90.1,9.9
"679","Cuba",2001,8.1,76.9,23036.6322652614,42.4,2840,46,11.4,6.33,89.6,10.4
"680","Cuba",2002,7.8,77.1,22244.8190200635,42.5,3000,45.5,11.2,6.5,88.1,11.9
"681","Cuba",2003,7.5,77.3,22140.7168800727,42.6,3200,44.8,10.9,6.32,89.5,10.6
"682","Cuba",2004,7.2,77.5,22031.1959477639,42.7,3400,44.2,10.3,6.06,90.3,9.75
"683","Cuba",2005,6.8,77.6,22114.3110025171,42.8,3790,43.8,11.7,7.95,93.5,6.54
"684","Cuba",2006,6.6,77.8,21374.6853196971,42.9,4680,43.5,11.2,7.63,92.8,7.23
"685","Cuba",2007,6.4,78,21306.8678460693,43,5210,43.3,14.5,10.4,95,5
"686","Cuba",2008,6.3,78.1,21320.7887211534,43.2,5410,43.2,13.2,10.8,95.3,4.72
"687","Cuba",2009,6.2,78.3,21309.306185391,43.2,5530,43.1,14.9,12.1,92.7,7.28
"688","Cuba",2010,6.1,78.4,21237.6453213902,43.3,5730,43.1,13.9,10.6,91.5,8.53
"689","Cyprus",1995,9,75.7,23876.3000314241,30.1,15300,52.7,5.08,4.74,35.8,64.2
"690","Cyprus",1996,8.5,76.1,23907.1068064455,30.1,15100,52.3,5.02,5.21,34.1,65.9
"691","Cyprus",1997,8,76.2,24062.6877312406,30.1,14200,51.5,5.34,5.53,35.2,64.8
"692","Cyprus",1998,7.5,76.4,24195.5416288042,30.1,15100,50.5,6.38,5.58,41.9,58.1
"693","Cyprus",1999,7.1,76.6,23768.7427216488,30.1,15300,49.4,6.51,5.6,42.7,57.3
"694","Cyprus",2000,6.7,76.8,23643.0647068975,30.1,14400,48.4,6.48,5.77,41.6,58.4
"695","Cyprus",2001,6.3,77.3,23254.4144190204,30.1,14800,47.5,6.45,5.78,42.4,57.6
"696","Cyprus",2002,5.9,77.5,22958.1939981258,30.1,16100,46.5,6.89,6.12,45,55
"697","Cyprus",2003,5.6,77.7,22640.3968459325,30.1,20300,45.7,6.92,6.83,45.1,54.9
"698","Cyprus",2004,5.2,77.9,22359.832241523,30.3,23800,45,6.63,6.42,43.8,56.2
"699","Cyprus",2005,4.9,78,22055.8295796527,30.5,25000,44.3,6.17,6.37,41.8,58.2
"700","Cyprus",2006,4.6,78.7,21453.238581353,30.9,26700,43.7,6.26,6.28,42.4,57.6
"701","Cyprus",2007,4.3,79,21092.5165921307,31.3,31200,43.1,6.24,6.05,42.6,57.4
"702","Cyprus",2008,4,79.3,20592.2861656625,31.5,35400,42.5,5.94,6.03,41.5,58.5
"703","Cyprus",2009,3.8,79.6,20213.263465731,31.8,32100,42,5.51,6.13,41.5,58.5
"704","Cyprus",2010,3.6,79.9,19771.5008364969,32.4,30800,41.5,5.34,5.97,41.5,58.5
"705","Czech Republic",1995,8.5,73.3,29181.9718443909,26.2,5790,46.7,11.5,6.69,90.9,9.11
"706","Czech Republic",1996,7.7,73.8,28143.9473178502,26.1,6490,45.9,13.9,6.41,90.7,9.33
"707","Czech Republic",1997,7,74.1,27885.0837948235,26.1,6000,45.2,13.6,6.4,90.3,9.71
"708","Czech Republic",1998,6.3,74.4,26932.3749561879,26.2,6460,44.6,13.5,6.42,90.4,9.57
"709","Czech Republic",1999,5.8,74.7,26462.5066302978,26.5,6310,43.9,13.6,6.35,90.5,9.52
"710","Czech Republic",2000,5.5,75,26170.2353467881,26.7,6010,43.2,13.7,6.31,90.3,9.68
"711","Czech Republic",2001,5.2,75.2,25738.6226951165,26.9,6610,42.4,13.1,6.42,89.8,10.2
"712","Czech Republic",2002,5,75.4,25489.4999225867,27.1,8030,41.7,13.5,6.8,90.5,9.53
"713","Czech Republic",2003,4.8,75.6,25572.9182592878,27.2,9770,41.1,12.8,7.13,89.8,10.2
"714","Czech Republic",2004,4.6,75.9,24933.7948651359,27.1,11700,40.7,14.2,6.9,89.2,10.8
"715","Czech Republic",2005,4.4,76.2,24568.2625546746,26.9,13300,40.3,14.1,6.93,87.3,12.7
"716","Czech Republic",2006,4.1,76.5,23971.3433842092,26.7,15200,40.4,13.8,6.69,86.7,13.3
"717","Czech Republic",2007,3.9,76.8,23724.6224272539,26.4,18400,40.6,13.5,6.52,85.2,14.8
"718","Czech Republic",2008,3.7,77.1,23540.9714345791,26.4,22700,40.9,13.7,6.82,82.5,17.4
"719","Czech Republic",2009,3.5,77.2,23243.383430089,26.3,19700,41.4,14.9,7.99,84,16
"720","Czech Republic",2010,3.4,77.5,22994.9244749654,26.3,19800,42.1,14.9,7.88,83.7,16.3
"721","Denmark",1995,6.5,75.6,25482.9514665048,23.9,35400,48.5,11.3,8.13,82.5,17.5
"722","Denmark",1996,6.2,75.9,25103.2593475143,24,35700,48.8,11.5,8.21,82.4,17.6
"723","Denmark",1997,6,76.2,24566.6831597738,24.1,32800,49.1,11.8,8.15,82.3,17.7
"724","Denmark",1998,5.8,76.5,23998.3487465212,24.2,33400,49.4,11.9,8.16,82.1,17.9
"725","Denmark",1999,5.6,76.6,24324.9946945537,24.4,33400,49.7,13.6,8.95,84,16.1
"726","Denmark",2000,5.5,76.9,23484.9712963113,24.6,30700,50,13.6,8.7,83.9,16.1
"727","Denmark",2001,5.4,77.1,23258.8363083511,24.9,30800,50.3,14.1,9.1,84.2,15.8
"728","Denmark",2002,5.3,77.3,23212.6855725365,25.1,33200,50.5,14.4,9.33,84.5,15.5
"729","Denmark",2003,5.2,77.5,22899.2356707114,25.2,40500,50.8,14.6,9.51,84.5,15.4
"730","Denmark",2004,5,77.8,22488.4694837968,25.4,46500,51,14.9,9.68,84.3,15.7
"731","Denmark",2005,4.8,78.1,21942.6476671556,25.6,48800,51.2,15.6,9.77,84.5,15.5
"732","Denmark",2006,4.6,78.3,21864.7380205392,25.5,52000,51.6,16.3,9.92,84.6,15.4
"733","Denmark",2007,4.5,78.6,21842.6724348135,25.8,58500,51.9,16.6,9.93,84.7,15.3
"734","Denmark",2008,4.3,78.9,21400.2192475447,26.2,64300,52.2,16.7,10.2,85,15.1
"735","Denmark",2009,4.2,79.2,21070.6285034985,26.5,58200,52.6,16.8,11.4,85,15
"736","Denmark",2010,4.1,79.5,20752.6818658816,26.8,58000,53,16.8,11.4,85.1,14.9
"737","Djibouti",1995,109,61.4,60536.0044331527,38.7,790,85.3,6.24,4.03,60,40
"738","Djibouti",1996,107,61.4,60927.1127007443,39.4,768,84.1,6.73,4,58.3,41.7
"739","Djibouti",1997,106,61.3,60896.1340066138,40.1,761,83.4,7.82,4.5,61.5,38.5
"740","Djibouti",1998,104,61.4,59885.7012278134,40.1,756,82.8,10.5,5.28,66.1,33.9
"741","Djibouti",1999,102,61.3,59272.6579760616,40.1,766,81.8,13.3,6.22,70.8,29.2
"742","Djibouti",2000,100,61.4,58320.3469098517,40.1,768,80.1,12,5.81,67.8,32.2
"743","Djibouti",2001,98,61.5,57102.9582464677,40.1,781,78.4,11.8,5.42,64.9,35.1
"744","Djibouti",2002,95.7,61.6,56271.0828730654,40.3,791,76.3,10.8,5.5,64.5,35.5
"745","Djibouti",2003,93.4,61.7,55525.8987850108,40.6,819,73.9,11.5,6.28,67,33
"746","Djibouti",2004,91,61.7,55431.0469178914,41,863,71.6,9.3,5.65,61.7,38.3
"747","Djibouti",2005,88.5,62,54372.562945831,41.5,905,69.3,13.7,7.2,68.4,31.6
"748","Djibouti",2006,86.1,61.9,54435.3126904626,42.1,968,67.6,12.6,7.05,66.7,33.3
"749","Djibouti",2007,83.7,62.5,52278.1147556199,42.6,1050,65.7,14.2,7.72,69.2,30.8
"750","Djibouti",2008,81.2,62.9,50804.2054121862,43.1,1220,64,14.2,7.18,68,32
"751","Djibouti",2009,78.9,63.3,49165.66026773,43.6,1270,62.4,14.2,7.85,69.3,30.7
"752","Djibouti",2010,76.5,63.7,47772.1269329903,44.1,1340,61.1,14.2,7.24,65.3,34.7
"753","Dominican Republic",1995,48.9,72.1,33490.5008351798,48.9,2120,71.2,10.7,5.53,20.9,79.1
"754","Dominican Republic",1996,47,72.2,33386.6608592248,48.8,2290,70.5,11,5.34,23.2,76.8
"755","Dominican Republic",1997,45.2,72.5,33102.2653480029,49.1,2480,69.7,11.8,5.65,26.3,73.7
"756","Dominican Republic",1998,43.7,72.7,32989.4050880912,49.8,2640,68.8,13.8,5.83,30.8,69.2
"757","Dominican Republic",1999,42.2,73,32331.9524084484,50.4,2650,67.9,14.1,5.93,33.8,66.2
"758","Dominican Republic",2000,41,73.2,31917.4092955944,50.6,2870,67.2,15.9,6.35,34.5,65.5
"759","Dominican Republic",2001,39.9,73.4,31609.6238142612,51.1,2980,66.3,11.9,6.2,31.1,68.9
"760","Dominican Republic",2002,39,73.5,31288.1569099747,51.3,3140,65.6,12.2,6.34,32.3,67.7
"761","Dominican Republic",2003,38.1,73.5,31546.9434659523,50.9,2450,65.1,13,5.95,33.1,66.9
"762","Dominican Republic",2004,37.4,73.3,32489.9035832968,51.1,2530,64.4,8.3,5.33,28.7,71.3
"763","Dominican Republic",2005,36.8,73.5,32301.6409139444,50.9,3970,63.7,9.16,5.48,31.6,68.4
"764","Dominican Republic",2006,36.2,73.6,32224.4798292023,50,4130,63,10.4,5.56,37,63
"765","Dominican Republic",2007,35.7,73.9,31783.1313615804,49.3,4730,62.2,9.64,5.37,36,64
"766","Dominican Republic",2008,35.2,74.2,31010.7675673498,48.7,5110,61.4,9.42,5.71,37,63
"767","Dominican Republic",2009,34.8,74.4,30711.2436785349,47.8,5050,60.6,12.4,5.86,41.4,58.6
"768","Dominican Republic",2010,34.4,74.6,30617.6476347746,47.2,5570,60,14,6.22,43.4,56.6
"769","Ecuador",1995,43.9,72.8,31531.3616832299,52.2,2130,69.6,9.62,4.11,55.4,44.6
"770","Ecuador",1996,41.6,73.1,31749.3190863336,51.5,2160,68.9,11.1,4.4,58.6,41.4
"771","Ecuador",1997,39.5,73.5,30834.2684070089,52.6,2360,68.2,10.4,4.41,53.3,46.8
"772","Ecuador",1998,37.7,73.7,30858.9624225505,53.3,2290,67.5,9.29,4.29,39,61
"773","Ecuador",1999,36,74,30615.1421740865,54.1,1580,66.8,9.82,4.73,39.4,60.6
"774","Ecuador",2000,34.5,74.3,30177.787046708,54.9,1450,65.9,6.4,4.15,31.3,68.8
"775","Ecuador",2001,33.2,74.6,29322.919673444,55.6,1890,65.2,8.48,4.62,34.5,65.5
"776","Ecuador",2002,32,74.8,29732.6879591207,54.7,2170,64.4,9.73,5.51,33.7,66.3
"777","Ecuador",2003,30.9,75.1,29719.21282578,54,2430,63.5,6.74,6.57,22.1,77.8
"778","Ecuador",2004,30,75.3,29632.36973008,53.4,2690,62.7,5.58,6.61,23,77
"779","Ecuador",2005,29.2,75.6,29770.0429217956,53.2,3000,61.9,5.63,6.55,22.3,77.7
"780","Ecuador",2006,28.3,75.8,29704.6575338414,52.4,3330,61,5.07,6.71,23.8,76.2
"781","Ecuador",2007,27.5,76,29588.4001011941,51.4,3570,60.3,5.45,6.95,24.3,75.7
"782","Ecuador",2008,26.8,76.3,29494.994685903,50.5,4250,59.6,4.63,7,26.5,73.5
"783","Ecuador",2009,26,76.5,29113.3724416932,49.2,4230,59,7.75,8.8,34.9,65.1
"784","Ecuador",2010,25.1,76.7,28768.8315612868,47.8,4630,58.3,7.32,8.06,37.2,62.8
"785","Egypt",1995,64.9,67.7,47834.0523106152,30.7,965,80.1,5.34,3.86,46.5,53.5
"786","Egypt",1996,60.7,68.1,46319.9439256618,30.7,1060,78.2,5.46,4.26,41.6,58.4
"787","Egypt",1997,56.8,68.4,45429.5338826431,31,1210,76.4,6.28,4.97,38.7,61.3
"788","Egypt",1998,53.2,69,44300.3357161302,31.4,1280,74.7,8.07,5.07,40,60
"789","Egypt",1999,49.9,69.4,43506.6948146094,31.9,1340,72.8,7.2,5.34,40.4,59.6
"790","Egypt",2000,46.9,69.9,42285.8047273889,32.3,1450,70.7,7.34,5.43,40.5,59.5
"791","Egypt",2001,44.2,69.7,42580.6656847589,32.4,1390,68.8,7.7,5.78,40.5,59.5
"792","Egypt",2002,41.8,69.8,42410.4029850975,32.4,1230,66.8,7.61,6.13,40.3,59.7
"793","Egypt",2003,39.7,69.9,42244.1914947684,32.2,1140,64.9,7.3,5.82,40.4,59.6
"794","Egypt",2004,37.8,70.1,41701.095915514,32,1060,63.1,7.01,5.47,40.5,59.5
"795","Egypt",2005,36.1,70.3,41136.0804916091,31.8,1190,61.6,6.73,5.25,40.6,59.4
"796","Egypt",2006,34.6,70.3,40811.1703688938,31.7,1400,60.6,6.44,5.28,44.2,55.8
"797","Egypt",2007,33.1,70.5,39876.3219205669,31.5,1670,59.6,6.2,4.93,41.2,58.8
"798","Egypt",2008,31.7,70.5,39508.7963373826,31.4,2040,58.8,5.94,4.81,42.2,57.8
"799","Egypt",2009,30.4,70.4,39490.6521069849,31.3,2330,58.3,5.56,4.84,39.5,60.5
"800","Egypt",2010,29.1,70.5,39019.3089699977,31.2,2640,58.4,5.74,4.66,37.4,62.6
"801","El Salvador",1995,44.4,70.3,36291.9786936865,51.3,1590,73.7,13.5,6.38,38.5,61.5
"802","El Salvador",1996,41.7,70.6,35825.0117978285,51.8,1680,73.1,13.9,7.58,41,59
"803","El Salvador",1997,39.1,71.1,35354.04879072,52.1,1780,72.6,13.9,8.14,38.6,61.4
"804","El Salvador",1998,36.7,71.3,35472.3147946373,52.4,1890,72.1,14.1,8.25,42.5,57.5
"805","El Salvador",1999,34.5,71.9,34138.133991554,52.5,1930,71.7,13.7,7.97,43.4,56.6
"806","El Salvador",2000,32.5,72.2,33227.0838676235,52.3,2000,71.3,14.3,7.99,45.2,54.8
"807","El Salvador",2001,30.7,71.9,33455.7922137214,51.5,2070,70.7,13.4,7.82,45.5,54.5
"808","El Salvador",2002,29.1,72.7,31848.5179103486,50.6,2120,70.1,11.2,7.67,46.6,53.4
"809","El Salvador",2003,27.5,72.8,31855.9549909823,50,2210,69.3,14.6,7.31,47.3,52.7
"810","El Salvador",2004,26.1,72.9,32291.5837771076,48.9,2280,68.5,14.8,7.22,49.3,50.7
"811","El Salvador",2005,24.7,73.1,32329.795722747,47.5,2430,67.6,15.3,7.13,52.6,47.4
"812","El Salvador",2006,23.4,73.3,31473.4301800212,46.8,2630,66.3,15.8,6.64,62,38
"813","El Salvador",2007,22.3,73.5,32037.7221100353,46.4,2790,64.9,15.5,6.28,59.1,40.9
"814","El Salvador",2008,21.2,73.8,31232.047964311,45.4,2930,63.6,11.8,6.18,59.4,40.6
"815","El Salvador",2009,20.2,73.8,31393.8560900459,44.8,2860,62.3,12.3,6.79,60.3,39.7
"816","El Salvador",2010,19.2,74.1,30449.7560137511,44.1,2980,60.9,13.3,6.91,61.7,38.3
"817","Equatorial Guinea",1995,171,47.9,98402.2631861778,40,286,85.9,13.7,5.89,57,43
"818","Equatorial Guinea",1996,168,48.5,96046.6191256605,40,451,87.2,9.91,4.68,52.4,47.6
"819","Equatorial Guinea",1997,164,50.7,87845.614472199,40,825,88.1,10.4,4.17,48,52
"820","Equatorial Guinea",1998,160,52,83031.0986492087,40,664,88.5,8.28,5.25,47.4,52.6
"821","Equatorial Guinea",1999,156,53.1,78733.9587201737,40,1070,88.3,7.39,2.3,45.7,54.3
"822","Equatorial Guinea",2000,152,54.4,73928.0172292393,40,1730,87.5,7.83,1.93,46.3,53.7
"823","Equatorial Guinea",2001,148,55.8,68875.3538250812,40,2310,86.7,9.75,1.99,59.9,40.1
"824","Equatorial Guinea",2002,143,57,65008.8490339517,40,2740,85.3,26.9,3.76,78.4,21.6
"825","Equatorial Guinea",2003,139,57.5,63125.8389390025,40,3620,83.6,7.47,2.42,66.2,33.8
"826","Equatorial Guinea",2004,135,58,61309.6658269576,40,6150,81.9,6.96,2.13,57.3,42.8
"827","Equatorial Guinea",2005,131,58.1,60483.8511455148,40,11000,80.2,6.96,1.7,58.8,41.2
"828","Equatorial Guinea",2006,127,59,58335.7111964711,40,12900,79.2,6.96,1.82,66.3,33.7
"829","Equatorial Guinea",2007,123,59.4,57171.7019797299,40,15900,78.3,6.96,1.9,69.9,30.1
"830","Equatorial Guinea",2008,118,59.8,56453.7792469729,40,22900,77.4,6.96,2.7,55.7,44.3
"831","Equatorial Guinea",2009,114,60.3,55504.4699571178,40,16700,76.5,6.96,4.48,76,24
"832","Equatorial Guinea",2010,111,60.9,54758.4005841102,40,17300,75.5,6.96,4.48,75.9,24.1
"833","Eritrea",1995,117,56.6,98065.7796549176,40,262,106,2.98,4.51,47.9,52.1
"834","Eritrea",1996,111,57.2,95325.6864754188,40,316,103,2.2,3.65,37.3,62.7
"835","Eritrea",1997,105,57.8,92923.9008152847,40,313,101,3.42,4.2,42.2,57.8
"836","Eritrea",1998,98.9,58.4,91095.3059355012,40,338,98,2.41,4.29,43.1,56.9
"837","Eritrea",1999,93.7,49.6,131226.208591632,40,308,95.3,2.05,4.67,42.8,57.2
"838","Eritrea",2000,88.9,58.1,91478.662078232,40,308,92.7,3.69,5.26,47.6,52.4
"839","Eritrea",2001,84.4,59.5,86125.4612701595,40,317,89.3,4.58,5.08,52.7,47.3
"840","Eritrea",2002,80.3,59.8,82868.3312197291,40,294,86.2,3.94,4.39,49.3,50.7
"841","Eritrea",2003,76.4,60,81042.1034269363,40,335,83.4,3.98,4.14,47.2,52.8
"842","Eritrea",2004,72.7,60.3,79766.6140604374,40,408,80.9,4.25,3.76,46.2,53.8
"843","Eritrea",2005,69.2,60.5,78565.1739113724,40,389,78.8,2.46,3,46,54
"844","Eritrea",2006,65.9,60.8,76616.4964609162,40,415,78.9,3.56,3.05,45.6,54.4
"845","Eritrea",2007,62.9,61,74735.5701758441,40,440,79.1,3.59,3.16,45.3,54.7
"846","Eritrea",2008,60,61.2,73184.8638465011,40,451,79.5,3.59,4.28,50.5,49.5
"847","Eritrea",2009,57.4,61.5,71189.1570551487,40,595,80.1,3.59,2.77,47.7,52.3
"848","Eritrea",2010,55.2,61.7,69683.1506055957,40,668,80.7,3.59,2.66,48.2,51.8
"849","Estonia",1995,15.7,67.9,39971.2562826822,34.4,3040,52,13.7,6.32,89.8,10.2
"850","Estonia",1996,14.8,69.9,36164.8537606337,34,3350,51.2,14.7,6.58,88.4,11.6
"851","Estonia",1997,13.9,70.1,35501.7192205362,34.4,3620,50.5,14.8,6.19,89.2,10.8
"852","Estonia",1998,12.9,69.8,36027.5649960612,35.6,4050,49.8,12.2,5.55,86.3,13.7
"853","Estonia",1999,12,70.5,34620.5819455,36.3,4120,49.1,11.8,6.56,72.4,27.6
