"","country","year","child_mortality","life_expectancy","dalys","GINI_coef","GDP_percap","child_elderly_per100","govspending_percentoftotal","total_healthspending","gov_share_healthspending","privateshare"
"2565","Togo",1999,122,56.4,71192.5277883122,45.8,330,90.5,8.48,4.71,31.4,68.6
"2566","Togo",2000,119,56.3,71556.4284371625,45.2,302,89.4,8.48,4.73,31.1,68.9
"2567","Togo",2001,116,56.2,71903.0960282849,44.7,293,88.5,8.48,5.31,23.7,76.3
"2568","Togo",2002,113,56.2,71583.9757969011,44.2,327,87.7,6.9,5.12,18.7,81.3
"2569","Togo",2003,110,56,71470.2114725245,43.7,396,86.8,9.53,5.6,24.4,75.5
"2570","Togo",2004,107,56.4,70608.8132298891,43.2,413,86,10.1,6.23,24.8,75.2
"2571","Togo",2005,104,56.4,70354.0786346609,43,406,85.2,9.84,6.27,29.5,70.5
"2572","Togo",2006,101,57,68657.7211583582,43,408,85,10.2,6.78,32.3,67.7
"2573","Togo",2007,98.3,57.1,67744.771525297,43.2,449,84.7,10.6,6.56,31.7,68.3
"2574","Togo",2008,95.6,57.4,66510.9667858314,43.7,544,84.4,13.5,6.81,35.3,64.7
"2575","Togo",2009,92.9,58,64779.6330841581,44.5,538,84,15.4,7.37,43,57
"2576","Togo",2010,90.3,58.7,62859.8747870382,45,534,83.6,15.4,7.65,44.2,55.8
"2577","Tonga",1995,18.8,68.4,34394.8865458117,37.7,2110,81.4,12.4,3.93,65.4,34.6
"2578","Tonga",1996,18.5,68.5,34302.8278753355,37.7,2280,81.5,12.1,5.16,66.8,33.2
"2579","Tonga",1997,18.2,68.6,34718.7285670813,37.7,2200,80.7,13.1,5.64,68.1,31.9
"2580","Tonga",1998,18,68.7,34130.8217478637,37.7,1940,79.6,14.4,5.87,68.5,31.5
"2581","Tonga",1999,17.7,68.7,34156.6770764505,37.7,2020,78.8,17.2,6.52,73.3,26.7
"2582","Tonga",2000,17.4,68.8,34124.5205204953,37.7,2070,78.7,13.3,6.06,70.8,29.3
"2583","Tonga",2001,17.2,68.9,34093.0885473702,37.7,1840,77.7,15.7,5.7,75.7,24.3
"2584","Tonga",2002,16.9,69,34054.4158441611,37.7,1850,77.7,11.8,5.06,75.7,24.3
"2585","Tonga",2003,16.7,69.1,34021.878667487,37.6,2030,78.2,17.9,5.09,83.2,16.9
"2586","Tonga",2004,16.6,69.2,33942.8830736219,37.6,2290,78.7,14.2,4.81,83.2,16.9
"2587","Tonga",2005,16.5,69.5,33761.5056520735,37.6,2600,78.8,16.9,6.52,87.1,12.9
"2588","Tonga",2006,16.6,69.6,33716.8000588594,37.6,2890,78.8,17.8,5.52,87,13
"2589","Tonga",2007,16.8,69.7,33690.1492681436,37.5,2930,78.4,22.9,6.77,84.9,15.1
"2590","Tonga",2008,16.9,69.7,33685.6205981121,37.5,3380,77.8,23.6,6.25,84.9,15.1
"2591","Tonga",2009,17.2,68,37919.3978536531,37.5,3060,77.1,11.7,4.68,79.6,20.4
"2592","Tonga",2010,17.4,69.9,33497.3252245783,37.5,3550,76.3,12.9,5.07,81.5,18.5
"2593","Trinidad and Tobago",1995,28,69.3,35767.5460602894,40.4,4250,58.3,7.91,4.69,47.6,52.4
"2594","Trinidad and Tobago",1996,27.9,69.3,36031.068720007,40.5,4580,56.3,6.82,4.33,45.8,54.2
"2595","Trinidad and Tobago",1997,27.7,69.4,35142.5247686867,40.6,4550,54,5.29,4.16,46.3,53.7
"2596","Trinidad and Tobago",1998,27.6,69.6,35755.171583327,40.6,4790,51.6,4.33,3.68,39.5,60.5
"2597","Trinidad and Tobago",1999,27.5,69.3,36163.9978190624,40.7,5390,49.3,6.4,4.25,44.5,55.5
"2598","Trinidad and Tobago",2000,27.5,69.5,35298.0590558933,40.7,6440,47.3,5.79,3.88,43,57
"2599","Trinidad and Tobago",2001,27.3,69.8,34921.1819415588,40.8,6940,45.5,6.56,4.13,47.4,52.6
"2600","Trinidad and Tobago",2002,27,70,34137.1975267351,40.9,7050,44,8.84,4.79,50.9,49.1
"2601","Trinidad and Tobago",2003,26.6,70.5,33999.5732304521,40.9,8810,42.8,8.27,4.94,48.9,51.1
"2602","Trinidad and Tobago",2004,26,71.1,33222.463549901,41,10300,41.8,8.35,5,47.5,52.5
"2603","Trinidad and Tobago",2005,25.5,71.3,32598.621380401,41,12300,41,10.9,5.66,52.9,47.1
"2604","Trinidad and Tobago",2006,24.9,71.7,31559.4726915522,41.1,14100,40.6,8.26,4.96,53.8,46.3
"2605","Trinidad and Tobago",2007,24.2,72.1,31236.1684372395,41.2,16500,40.4,8.27,4.82,49.1,50.9
"2606","Trinidad and Tobago",2008,23.6,72.3,31866.4648886842,41.2,21200,40.4,8.8,4.45,48.9,51.1
"2607","Trinidad and Tobago",2009,23,72.5,30993.9064914757,41.3,14500,40.6,9.58,5.78,60.6,39.4
"2608","Trinidad and Tobago",2010,22.4,72.6,30093.6492526655,41.3,16700,40.9,9.28,5.67,59.9,40.1
"2609","Tunisia",1995,44.7,73,32358.6842995696,41.4,1980,64.9,8.2,6.15,51.7,48.3
"2610","Tunisia",1996,42,73.5,31526.0992986969,41.4,2110,63.2,7.67,5.69,53,47
"2611","Tunisia",1997,39.2,74,31107.1610880068,41.3,2210,61.7,7.61,5.64,52.6,47.4
"2612","Tunisia",1998,36.5,74.4,30539.1347811442,41.2,2290,60.2,7.77,5.71,52.4,47.6
"2613","Tunisia",1999,34,74.7,29906.4394613766,40.9,2390,58.6,7.89,5.76,51.7,48.3
"2614","Tunisia",2000,31.7,75,29376.875166907,40.6,2210,56.9,8.11,5.95,54.9,45.1
"2615","Tunisia",2001,29.6,75.3,28888.518278224,40.2,2250,55.3,8.41,5.83,53.8,46.3
"2616","Tunisia",2002,27.7,75.4,28423.8644519575,39.8,2340,53.6,8.07,5.85,52.6,47.4
"2617","Tunisia",2003,26,75.6,27941.5839540252,39.3,2760,51.9,9.07,5.91,52.7,47.3
"2618","Tunisia",2004,24.5,75.8,27369.3545938286,38.8,3110,50.3,8.71,6.2,51.8,48.2
"2619","Tunisia",2005,23,76.1,26945.4678606368,38.3,3190,49,9.21,6.17,51.5,48.5
"2620","Tunisia",2006,21.7,76.2,26570.5638177973,37.8,3370,47.7,9.74,6.24,52.4,47.6
"2621","Tunisia",2007,20.5,76.4,26242.2918765167,37.4,3780,46.6,9.76,6.16,52.4,47.6
"2622","Tunisia",2008,19.4,76.6,25920.4856808412,37,4310,45.7,10.5,6.16,54.1,45.9
"2623","Tunisia",2009,18.3,76.7,25684.0739361644,36.6,4130,45,10.7,6.35,54.9,45.1
"2624","Tunisia",2010,17.4,76.9,25451.5696761007,36.3,4140,44.5,10.7,6.21,54.3,45.7
"2625","Turkey",1995,54.8,70.9,38762.5904910826,41.4,2900,62.5,10.7,2.51,70.3,29.7
"2626","Turkey",1996,51.4,71.4,37662.346731462,41.3,3050,61.5,10.1,2.9,69.2,30.8
"2627","Turkey",1997,48.1,71.9,36519.565355227,41.4,3140,60.6,10.8,3.13,71.6,28.4
"2628","Turkey",1998,45,72.6,35362.5501268657,41.4,4500,59.7,11.5,3.59,71.9,28.1
"2629","Turkey",1999,42,72,35612.1199280631,41.4,4110,58.9,10.3,4.77,61.1,38.9
"2630","Turkey",2000,39.2,74.1,32474.5928162501,41.4,4320,58,9.76,4.95,62.9,37.1
"2631","Turkey",2001,36.5,74.8,31351.5235830274,41.5,3120,57.3,9.54,5.16,68.1,31.9
"2632","Turkey",2002,34,75.4,30309.67672703,41.5,3660,56.5,9.07,5.36,70.7,29.3
"2633","Turkey",2003,31.7,75.5,29433.2033621597,41.8,4720,55.7,9.73,5.34,71.9,28.1
"2634","Turkey",2004,29.5,76.3,28364.7077854519,41.4,6040,54.9,10.8,5.37,71.3,28.8
"2635","Turkey",2005,27.4,76.7,27602.0964471476,40.8,7380,54.2,11.3,5.45,67.8,32.2
"2636","Turkey",2006,25.5,77.2,26823.3939666567,40.2,8040,53.5,11.9,5.81,68.3,31.7
"2637","Turkey",2007,23.7,78.1,26094.4586239285,39.7,9710,52.9,12.1,6.04,67.8,32.2
"2638","Turkey",2008,22.1,78.8,25509.3239797547,39,10900,52.4,12.8,6.07,73,27
"2639","Turkey",2009,20.5,78.2,25461.9744313934,39.1,9040,51.8,12.8,6.75,75.1,24.9
"2640","Turkey",2010,19.1,78.2,25240.913096529,39.4,10700,51.3,12.8,6.74,75.2,24.8
"2641","Turkmenistan",1995,87.5,63.1,48990.6448765745,36.5,590,77.5,9.21,3.08,60.4,39.6
"2642","Turkmenistan",1996,88,63.1,50035.1806077051,37.9,555,76.3,13.9,3.25,69.7,30.3
"2643","Turkmenistan",1997,87.8,63,50383.295021182,39.9,563,74.6,13.9,4.85,71.8,28.2
"2644","Turkmenistan",1998,86.9,63.1,49701.4263805842,41.8,590,72.5,14.2,4.81,72.8,27.2
"2645","Turkmenistan",1999,85.2,63.3,48202.4429606287,43.5,549,70.4,12.3,3.45,69.1,30.9
"2646","Turkmenistan",2000,83.1,63.7,46455.1081194235,44.9,643,68.4,13.7,4.04,79.6,20.4
"2647","Turkmenistan",2001,80.9,64,45575.9740365586,46,774,66.2,13.7,3.71,76,24
"2648","Turkmenistan",2002,78.8,64.3,45345.1548174324,46.4,968,64.6,13.5,3.48,69.9,30.1
"2649","Turkmenistan",2003,76.7,64.6,45358.8238818665,46.4,1280,63.1,14,3.8,71.4,28.6
"2650","Turkmenistan",2004,74.4,64.9,45802.4683187317,46.4,1450,61.4,12.8,3.58,67.7,32.3
"2651","Turkmenistan",2005,72.5,65.3,46245.8160568612,46.4,1700,59.4,10.6,3.19,63.3,36.7
"2652","Turkmenistan",2006,70.3,65.8,45548.6730600425,46.4,2140,57.7,10.3,2.67,58,42
"2653","Turkmenistan",2007,68.1,66.3,44232.7800435094,46.4,2600,55.6,10.4,2.5,55.6,44.4
"2654","Turkmenistan",2008,66.1,66.9,42294.0973012107,46.4,3900,53.3,9.86,1.93,49.1,50.9
"2655","Turkmenistan",2009,64.1,67.4,39621.9298277302,46.4,4040,51.4,9.86,2.49,59.2,40.8
"2656","Turkmenistan",2010,62,67.9,37735.4360112506,46.4,4440,50,9.86,2.5,59.4,40.6
"2657","Uganda",1995,171,47,106214.841800122,40.2,282,106,9.85,5.83,26.4,73.6
"2658","Uganda",1996,174,47,105400.652584292,40,287,107,9.85,6.06,26.9,73.1
"2659","Uganda",1997,177,47.4,103468.237917016,40.2,290,108,9.85,5.54,30.2,69.8
"2660","Uganda",1998,178,47.7,101787.401947086,40.7,295,108,9.85,5.32,28.8,71.2
"2661","Uganda",1999,175,48.2,99300.0489134079,41.6,261,108,11.3,6.27,30.6,69.4
"2662","Uganda",2000,170,48.7,97174.0951690046,42.6,262,108,7.26,6.58,26.9,73.2
"2663","Uganda",2001,163,49.4,93846.0642877277,43.6,239,109,9.69,7.33,27.3,72.7
"2664","Uganda",2002,153,50.2,91262.1945516576,44.2,246,109,9.69,7.54,29.5,70.5
"2665","Uganda",2003,143,50.9,88333.4167124328,44.3,244,109,9.95,7.42,29.2,70.8
"2666","Uganda",2004,131,51.8,84813.8630317657,44.1,296,109,9.41,7.46,25.9,74.1
"2667","Uganda",2005,120,52.8,80505.8897323481,43.9,326,108,11.2,8.13,25.3,74.7
"2668","Uganda",2006,110,53.7,76640.6020235271,43.6,348,108,10.2,8.89,21,79
"2669","Uganda",2007,101,54.3,73368.0074558346,43.5,417,108,9.78,8.39,19.5,80.5
"2670","Uganda",2008,92.6,55.1,69989.369663306,43.6,468,107,10.6,8.62,17.2,82.8
"2671","Uganda",2009,86.4,56,66839.2193227117,43.6,578,107,13.6,8.47,21.8,78.2
"2672","Uganda",2010,81,56.8,63927.4664980172,43.4,622,106,12.1,9.01,21.7,78.3
"2673","Ukraine",1995,20.3,66.6,42725.9045128943,34.1,936,49.9,9.3,6.77,61.2,38.8
"2674","Ukraine",1996,20.3,66.8,41983.713460434,34.5,873,49.2,9.3,6.14,63.6,36.4
"2675","Ukraine",1997,20.1,67.4,40318.9333619157,33.5,991,48,9.3,6.08,56.2,43.8
"2676","Ukraine",1998,19.7,68.1,38369.1054259294,31.4,835,46.6,9.3,6.62,53.5,46.5
"2677","Ukraine",1999,19.1,67.8,39076.0812091951,30.2,636,45.4,8.62,5.89,49.9,50.1
"2678","Ukraine",2000,18.3,67.4,39769.9415663408,29.4,636,44.5,8.4,5.59,51.8,48.2
"2679","Ukraine",2001,17.5,67.7,39143.5768650537,28.9,780,44.1,8.92,5.66,54.3,45.7
"2680","Ukraine",2002,16.7,67.8,39206.9720261336,28.9,879,44.2,9.35,6.25,56.2,43.8
"2681","Ukraine",2003,15.9,67.8,38882.1538526709,28.9,1050,44.3,10.4,6.93,58.3,41.7
"2682","Ukraine",2004,15.1,67.6,39375.8586187643,29.1,1370,44.3,9.34,6.61,58.5,41.5
"2683","Ukraine",2005,14.5,67.3,39726.6088487524,28.7,1830,44,8.75,6.41,59.5,40.5
"2684","Ukraine",2006,14,67.9,38407.2119177287,28.3,2300,43.8,8.7,6.39,60.8,39.2
"2685","Ukraine",2007,13.4,67.7,39264.4463079726,27.6,3070,43.4,9.09,6.36,61.9,38.1
"2686","Ukraine",2008,12.9,68,38886.9363318978,26.7,3890,43.1,8.41,6.63,57.7,42.3
"2687","Ukraine",2009,12.3,69.6,35436.9465678182,25.7,2540,42.9,8.88,7.8,55,45
"2688","Ukraine",2010,11.7,70.4,33985.9431728597,25.2,2970,42.6,9.41,7.72,56.6,43.4
"2689","United Arab Emirates",1995,13.1,73.5,32455.3277880649,40,27200,38.3,8.09,2.64,79,21
"2690","United Arab Emirates",1996,12.7,73.7,32024.272223118,40,29000,37.6,7.13,2.46,79.3,20.8
"2691","United Arab Emirates",1997,12.2,74,31861.7219785413,40,29500,36.8,8.76,2.49,78.3,21.7
"2692","United Arab Emirates",1998,11.8,74.3,32084.5183746878,40,26900,36.4,8,3.06,67.3,32.7
"2693","United Arab Emirates",1999,11.5,74.5,32537.5504018296,40,28500,36.3,8.01,2.91,66,34
"2694","United Arab Emirates",2000,11.2,74.8,32682.2787096745,40,33300,36.2,7.64,2.57,65.1,34.9
"2695","United Arab Emirates",2001,10.9,75.1,32693.827123003,40,31300,32.9,7.73,2.48,78.3,21.7
"2696","United Arab Emirates",2002,10.6,75.4,32212.1925949963,40,31600,29.8,7.98,2.72,63.1,36.9
"2697","United Arab Emirates",2003,10.3,75.8,32411.9606630691,40,33500,27.2,8.35,2.65,63.2,36.8
"2698","United Arab Emirates",2004,10.1,76.2,32569.5329604851,40,36300,25.1,8.21,2.46,59.1,40.9
"2699","United Arab Emirates",2005,9.8,76.6,31967.7885901686,40,39400,23.6,8.7,2.32,59,41
"2700","United Arab Emirates",2006,9.6,76.8,31936.63629869,40,41900,21.4,8.95,2.33,59.4,40.6
"2701","United Arab Emirates",2007,9.3,76.8,31926.7518793782,40,41800,19.6,8.93,2.52,59.6,40.4
"2702","United Arab Emirates",2008,9.1,76.8,31755.1924450989,40,44500,18.3,8.85,3.01,66,34
"2703","United Arab Emirates",2009,8.8,76.6,31941.9652669571,40,32000,17.2,8.76,4.37,76.9,23.1
"2704","United Arab Emirates",2010,8.6,76.5,32067.7525784453,40,33900,16.3,8.79,3.66,74.4,25.6
"2705","United Kingdom",1995,7.2,76.6,24247.9580705785,37,23000,54.6,13.1,6.83,83.9,16.1
"2706","United Kingdom",1996,7,76.8,24016.8659938315,37,24200,54.6,13.4,6.84,82.9,17.1
"2707","United Kingdom",1997,6.9,77.1,23648.7034968812,37,26600,54.5,13.1,6.61,80.4,19.7
"2708","United Kingdom",1998,6.8,77.3,23457.805574654,36.9,28100,54.2,13.6,6.66,80.3,19.7
"2709","United Kingdom",1999,6.7,77.5,23264.5589847581,36.8,28400,53.9,14.3,6.89,80.6,19.5
"2710","United Kingdom",2000,6.5,77.8,22884.5339730502,36.7,28000,53.6,15.1,7.01,79.2,20.8
"2711","United Kingdom",2001,6.4,78,22628.0527362224,36.5,27500,53.2,14.4,7.24,79.9,20.1
"2712","United Kingdom",2002,6.3,78.3,22529.5114323704,36.4,29900,52.7,14.7,7.56,79.8,20.2
"2713","United Kingdom",2003,6.3,78.4,22427.9824711466,35.9,34300,52.3,14.8,7.77,80,20
"2714","United Kingdom",2004,6.2,78.8,21915.5715854465,35.5,40100,51.8,15.1,7.99,81.3,18.7
"2715","United Kingdom",2005,6,79,21672.4632174393,35.3,41800,51.5,15.3,8.24,81.9,18.1
"2716","United Kingdom",2006,5.9,79.3,21624.4426352725,34.9,44300,51.3,15.6,8.47,81.3,18.7
"2717","United Kingdom",2007,5.8,79.6,21372.3159081309,34.6,50300,51.2,15.6,8.41,81.3,18.7
"2718","United Kingdom",2008,5.6,79.8,21242.2625394322,34.6,47000,51.1,15.2,8.86,82.3,17.6
"2719","United Kingdom",2009,5.4,80.1,20922.8452170919,34.3,38500,51.1,16,9.79,84.2,15.8
"2720","United Kingdom",2010,5.2,80.3,20666.925844952,33.7,39100,51.2,16,9.64,83.9,16.1
"2721","United States",1995,9.5,75.9,26974.3552077258,40.3,28700,52.3,16.4,13.6,44.9,55.1
"2722","United States",1996,9.2,76.2,26477.0941805737,40.5,30000,52.2,16.6,13.5,45,55
"2723","United States",1997,8.9,76.6,26023.8789791906,40.6,31500,51.9,16.8,13.3,44.7,55.3
"2724","United States",1998,8.7,76.7,25742.9612234427,40.6,32900,51.4,16.8,13.4,43.5,56.5
"2725","United States",1999,8.6,76.8,25689.1565265966,40.5,34500,51,16.8,13.3,43.1,56.9
"2726","United States",2000,8.4,76.9,25548.3887379481,40.5,36300,50.5,17.1,13.4,43.2,56.8
"2727","United States",2001,8.3,77,25516.0819841586,40.5,37100,50.1,17.8,14.1,44.2,55.8
"2728","United States",2002,8.2,77.1,25452.2752359366,40.5,38000,49.8,18.2,14.8,44.1,55.9
"2729","United States",2003,8.1,77.3,25325.2672232827,40.5,39500,49.5,18.8,15.7,43.6,56.4
"2730","United States",2004,8.1,77.5,24946.4363778041,40.6,41700,49.1,19.2,15.7,44,56
"2731","United States",2005,8,77.7,24996.4084098812,40.7,44100,48.7,19.1,15.8,44.1,55.9
"2732","United States",2006,7.9,77.9,24784.5939786683,40.8,46300,48.7,19.8,15.8,44.9,55.1
"2733","United States",2007,7.8,78.1,24509.6109082196,40.8,48000,48.6,19.7,16.1,45.1,54.9
"2734","United States",2008,7.6,78.3,24284.3911714006,40.8,48400,48.6,19.4,16.5,46,54
"2735","United States",2009,7.5,78.6,24051.1242498767,40.7,47100,48.6,19.6,17.6,47.7,52.3
"2736","United States",2010,7.3,78.7,23719.1938511032,40.7,48500,48.7,22.4,17.9,53.1,46.9
"2737","Uruguay",1995,20.8,73.5,29412.8815472796,43.6,5990,59.9,22.2,11.5,59.6,40.4
"2738","Uruguay",1996,20.1,73.7,28908.6699847371,43.8,6320,60,19.4,10.8,53,47
"2739","Uruguay",1997,19.2,73.9,28556.3121655015,44.1,7330,60.2,11.6,8.4,41.9,58.1
"2740","Uruguay",1998,18.4,74.2,28461.4714856239,44.3,7710,60.4,12.7,8.57,43.6,56.4
"2741","Uruguay",1999,17.6,74.4,28030.0842917235,44.5,7250,60.4,21,8.66,73.3,26.6
"2742","Uruguay",2000,17,74.8,27473.5143842262,44.7,6880,60.4,20.5,8.49,72.3,27.7
"2743","Uruguay",2001,16.6,74.9,26971.143887666,44.9,6280,60.3,17.5,8.4,71.9,28.1
"2744","Uruguay",2002,16.2,75,27002.8350494381,45.1,4090,60.3,16.1,8.24,70.8,29.2
"2745","Uruguay",2003,15.8,75,27032.6168288689,45.3,3620,60.1,12.5,7.24,68,32
"2746","Uruguay",2004,15.2,75.3,26562.5140156892,45.5,4120,59.8,12.3,8.48,49.3,50.7
"2747","Uruguay",2005,14.4,75.6,26045.4044266401,45.8,5230,59.5,12.9,8.27,50.7,49.3
"2748","Uruguay",2006,13.6,75.8,25386.5192478413,45.8,5890,59.2,11.7,8.28,53.1,46.9
"2749","Uruguay",2007,12.7,75.8,25949.269527672,45.8,7030,58.7,11.7,7.85,54.6,45.4
"2750","Uruguay",2008,11.8,76.1,25222.399388658,45.5,9090,58.3,13.9,7.73,63.8,36.2
"2751","Uruguay",2009,11.1,76.3,24776.0067117901,44.8,9450,57.8,20.2,8.43,65.3,34.7
"2752","Uruguay",2010,10.6,76.4,24830.5206898483,43.5,12000,57.4,20.4,8.35,67.1,32.9
"2753","Uzbekistan",1995,70.5,66.2,41247.2655014451,38.8,586,80.4,7.16,5.17,69.6,30.4
"2754","Uzbekistan",1996,69.7,66,41222.329499456,40.7,601,78.9,6.95,5.43,68.1,31.9
"2755","Uzbekistan",1997,68.6,66,41116.0666166325,41.4,623,77.3,7.51,5.21,63.4,36.6
"2756","Uzbekistan",1998,67,66.1,41383.24969522,40.9,623,75.4,6.2,6.43,45.8,54.2
"2757","Uzbekistan",1999,65.2,66.3,41177.8225267352,39.7,702,73.3,6.37,6.01,46.7,53.3
"2758","Uzbekistan",2000,63,66.4,41209.515900912,37.8,558,70.9,6.05,5.71,44.1,55.9
"2759","Uzbekistan",2001,60.4,66.4,41204.027188505,35.9,457,68.7,6.63,5.69,44.9,55.1
"2760","Uzbekistan",2002,57.7,66.4,41517.4742868721,34.5,383,66.3,6.26,5.52,43.9,56.1
"2761","Uzbekistan",2003,54.8,66.5,41890.2959659622,34,396,63.9,7.36,5.24,45.4,54.6
"2762","Uzbekistan",2004,52,66.6,42447.2666763857,33.8,465,61.5,7.54,5.42,41.7,58.3
"2763","Uzbekistan",2005,49.3,66.7,42662.1392943809,33.9,547,59.2,7.43,5.26,43.3,56.7
"2764","Uzbekistan",2006,46.6,67.1,41515.3297147567,33.5,654,57.1,8.22,5.76,41.9,58.1
"2765","Uzbekistan",2007,44,67.6,40794.8798861193,33.5,830,55.2,7.62,5.54,41.5,58.5
"2766","Uzbekistan",2008,41.3,68,40199.745791969,33.5,1080,53.5,7.62,5.39,45.8,54.2
"2767","Uzbekistan",2009,38.7,68.4,39348.6569565099,33.5,1210,52.1,8.01,5.93,45.4,54.6
"2768","Uzbekistan",2010,36.3,68.8,38673.8411783845,33.5,1380,51,8.54,5.81,47.5,52.5
"2769","Vanuatu",1995,30.4,62.3,51787.9891433004,37.6,1390,85.9,7.81,2.44,76.9,23.1
"2770","Vanuatu",1996,29.9,62.3,51531.0524858517,37.6,1430,85.1,7.02,2.15,72.1,27.9
"2771","Vanuatu",1997,34.2,61.2,54650.3275279256,37.6,1460,84.2,10.3,3.19,76.8,23.2
"2772","Vanuatu",1998,29.3,62.4,51176.3063745322,37.6,1470,83.1,10.5,3.91,77.8,22.2
"2773","Vanuatu",1999,29,61.9,52438.6221600099,37.6,1480,82.1,10.7,3.52,74.9,25.1
"2774","Vanuatu",2000,28.7,62.4,50940.344253309,37.6,1470,81.2,10.5,3.57,76.6,23.4
"2775","Vanuatu",2001,28.5,62.4,50981.2077629664,37.6,1360,80,12,3.67,76,24
"2776","Vanuatu",2002,28.3,62.3,51011.5534308124,37.6,1350,78.7,12.6,3.86,75.6,24.4
"2777","Vanuatu",2003,28.2,62.3,50976.7575528968,37.6,1580,77.4,13.9,3.69,75.1,24.9
"2778","Vanuatu",2004,28.3,62.2,50970.9430215626,37.6,1790,76.3,13.7,3.49,74,26
"2779","Vanuatu",2005,28.4,62.3,50944.5263371409,37.6,1890,75.4,12.9,3.27,72.9,27.1
"2780","Vanuatu",2006,28.5,62.4,50624.9135907492,37.6,2050,73.8,12.4,3.17,79.3,20.7
"2781","Vanuatu",2007,28.7,62.5,50337.3116896947,37.6,2400,73.1,14.8,3.77,86.6,13.4
"2782","Vanuatu",2008,28.8,62.7,49983.7343394776,37.6,2710,73,14.8,4.26,88.4,11.6
"2783","Vanuatu",2009,29,62.8,49690.9475310336,37.6,2650,73.1,16.4,4.85,89.8,10.2
"2784","Vanuatu",2010,29.2,63,49308.7456435367,37.6,2970,72.9,18.2,5.25,90.6,9.39
"2785","Venezuela",1995,26.2,73,31624.7565126999,47.2,3530,67.3,7.8,4.23,42.6,57.4
"2786","Venezuela",1996,25.5,73.5,30709.6408567037,48.3,3150,66.3,6.56,3.49,42.4,57.6
"2787","Venezuela",1997,24.5,74,29773.9638102905,48.7,3760,65.4,5.45,3.86,35.9,64.1
"2788","Venezuela",1998,23.5,74.1,29959.1618300235,48.8,3920,64.5,6.19,4.51,32.5,67.5
"2789","Venezuela",1999,27.6,70.7,37018.4022684727,48.8,4130,63.6,8.53,5.65,37,63
"2790","Venezuela",2000,21.7,74.3,29412.0853313845,49,4840,62.6,7.98,5.69,41.5,58.5
"2791","Venezuela",2001,21,74.4,29408.8503440475,49.1,4990,61.6,7.68,5.96,40.7,59.3
"2792","Venezuela",2002,20.3,74.3,29474.9526626723,49.4,3700,60.5,7.56,5.65,39.3,60.7
"2793","Venezuela",2003,19.8,74.2,30427.2879432754,50.3,3270,59.5,7.2,5.86,38.1,61.9
"2794","Venezuela",2004,19.2,74.9,28326.0153345309,50,4330,58.5,8.9,5.57,41.4,58.6
"2795","Venezuela",2005,18.5,75.1,27395.1417392439,49.3,5500,57.6,9.07,5.43,43.3,56.7
"2796","Venezuela",2006,17.9,75,27522.8294313994,48.6,6830,56.8,9.13,5.74,41.7,58.3
"2797","Venezuela",2007,17.5,75,28009.7615928705,48,8450,56.1,7.07,5.8,46.5,53.5
"2798","Venezuela",2008,17.2,74.9,28610.7155897945,46.9,11400,55.4,8.41,5.39,45,55
"2799","Venezuela",2009,17.1,75,28659.7074601768,46.9,11800,54.8,8.56,6.01,40,60
"2800","Venezuela",2010,17.1,75.4,27963.349709614,46.9,13800,54.3,7.52,4.91,34.9,65.1
"2801","Vietnam",1995,39,69.5,35177.7537524422,35.6,277,70.9,7.37,5.09,34.5,65.5
"2802","Vietnam",1996,36.9,69.8,34515.0499972356,35.5,324,69.6,7.06,5.01,32.6,67.4
"2803","Vietnam",1997,34.9,69.9,34041.1721324608,35.5,348,67.8,6.48,4.86,33,67
"2804","Vietnam",1998,33.1,70.3,33224.1392553732,35.6,348,65.7,7.62,4.94,35,65
"2805","Vietnam",1999,31.4,70.5,32712.077981465,35.8,363,63.6,7.16,4.88,35.2,64.8
"2806","Vietnam",2000,30,70.7,32210.1363462507,36.1,390,61.5,6.62,5.28,30.9,69
"2807","Vietnam",2001,28.8,70.9,31717.151965165,36.4,405,59,6.52,5.59,31.5,68.5
"2808","Vietnam",2002,27.7,71.1,31244.1271930698,36.6,430,56.9,5.66,5.14,30.5,69.5
"2809","Vietnam",2003,26.8,71.3,30844.7980802056,36.7,481,55,5.67,5.23,32.1,67.9
"2810","Vietnam",2004,26,71.5,30483.2457817502,36.6,547,53,5.06,5.54,27.4,72.6
"2811","Vietnam",2005,25.3,71.8,30121.8517959933,36.3,687,50.9,5.04,5.86,26.4,73.6
"2812","Vietnam",2006,24.8,72,29761.8534781402,36,784,49.3,6.42,6.44,32.9,67.1
"2813","Vietnam",2007,24.3,72.3,29378.5075588343,36.1,906,47.5,8.68,6.99,40,60
"2814","Vietnam",2008,23.9,72.5,29005.5290817149,36.7,1150,45.8,7.85,6.61,34,66
"2815","Vietnam",2009,23.6,72.8,28656.179318879,37.1,1220,44.3,7.79,6.89,37.5,62.5
"2816","Vietnam",2010,23.3,73.1,28287.193407591,37.1,1320,43.3,7.79,6.84,37.8,62.2
"2817","Yemen",1995,112,60.5,64909.9285016039,36.2,286,114,6.92,4.49,31.5,68.5
"2818","Yemen",1996,110,60.8,63810.9963865323,35.8,374,114,5.17,4.75,43.7,56.3
"2819","Yemen",1997,107,61.3,62394.9627386127,35.5,428,112,6.13,4.68,45.4,54.6
"2820","Yemen",1998,104,61.7,60965.0094856522,35.2,384,110,7.83,5.4,46.8,53.2
